subsys4	subsys1	subsys2	subsys3	rab.all	rab.win.healthy	rab.win.nash	diff.btw	diff.win	diff.btw.025	diff.btw.975	diff.win.025	diff.win.975	effect	effect.025	effect.975	overlap	we.ep	we.eBH	wi.ep	wi.eBH
[Ni/Fe] hydrogenase, group 1, large subunit	Respiration	Electron donating reactions	Hydrogenases	2.26680463756859	2.80038642322037	1.38553007982101	-1.06718538195859	2.08003278322785	-6.21155893926056	2.7252060152277	0.167377702702728	6.40237658245762	-0.439111619510049	-9.30717535665054	2.72061330068248	0.300600000790368	0.136625483580774	0.636426134179067	0.163579521098097	0.638689556774656
[Ni/Fe] hydrogenase, group 1, small subunit	Respiration	Electron donating reactions	Hydrogenases	1.72470284236115	2.38285771088432	1.11400219152935	-0.843132298588714	1.83679495193941	-6.52782621069169	2.33274229769906	0.189102338196618	6.57393775913998	-0.354918351951306	-8.90155764330459	2.29730434828785	0.323735253620072	0.154292246622488	0.648785227471185	0.20147616315573	0.671291629215608
[NiFe] hydrogenase metallocenter assembly protein HybG	Respiration	Electron donating reactions	NiFe_hydrogenase_maturation	-5.72728880192081	-6.52609810303325	-2.5685696558983	3.12687149675581	5.11021936758406	-6.46843286237087	11.5492903998606	0.796817413014602	12.0234528835671	0.559854844470544	-2.0752350544298	5.87200487485199	0.295000000821413	0.111830263492359	0.609911230345402	0.15758267119877	0.616945109048935
[NiFe] hydrogenase metallocenter assembly protein HypC	Respiration	Electron donating reactions	NiFe_hydrogenase_maturation	4.245388024842	4.42570422446066	4.17480862052279	-0.364261933589469	0.864406519382991	-2.08434564691483	1.20120653807317	0.0771342358506694	1.96883414302518	-0.381254146031451	-7.9953262851898	2.5741127533365	0.352529494639369	0.160308540917793	0.65253409633937	0.274082660373682	0.72626558481846
[NiFe] hydrogenase metallocenter assembly protein HypD	Respiration	Electron donating reactions	NiFe_hydrogenase_maturation	6.2182417348506	6.3338356461914	6.07726780677437	-0.346602182511199	0.946842424711797	-2.25963544925385	1.36873810661026	0.146740884439153	2.33184702903419	-0.347615975230199	-5.84098534599199	2.80172012433017	0.343531294319204	0.218142784474257	0.680938448597202	0.266093885990171	0.721999184407274
[NiFe] hydrogenase metallocenter assembly protein HypE	Respiration	Electron donating reactions	NiFe_hydrogenase_maturation	6.21828764887346	6.2905901391865	6.00367844430052	-0.445343042850681	0.784032160965038	-1.89996173019068	1.01603820328678	0.0610227300565305	2.13805746255277	-0.492577008866977	-8.27317718720976	2.33694158305007	0.294141172591572	0.096749646414533	0.607633569923871	0.142462675095802	0.620974216001755
[NiFe] hydrogenase metallocenter assembly protein HypF	Respiration	Electron donating reactions	NiFe_hydrogenase_maturation	7.38883785378469	7.44892813713012	7.01579461512145	-0.352767878819583	0.956641370771501	-1.9460595441704	1.31267062704158	0.0477662551808743	2.61499912033595	-0.379584867290016	-10.1361810717608	3.36936728548981	0.330533893859301	0.280947028752365	0.721228460491815	0.225376020264565	0.693185483569115
[NiFe] hydrogenase nickel incorporation protein HybF	Respiration	Electron donating reactions	NiFe_hydrogenase_maturation	-3.76113666977713	-3.20228668654087	-4.4207965537865	1.08895824441415	6.51616731682707	-11.4461661801612	13.7495138180563	0.866058413791394	17.0625216007601	0.139809046647366	-3.66984246995866	4.74108678859792	0.444511097967638	0.664896056155849	0.89344113169708	0.694455476412133	0.90388438139603
[NiFe] hydrogenase nickel incorporation protein HypA	Respiration	Electron donating reactions	NiFe_hydrogenase_maturation	4.7844231111228	5.17950996779124	4.5972382938539	-0.503599118629885	0.994605000986929	-2.25927880325238	1.27992190862865	0.113614609294397	2.05424460849904	-0.484745856348522	-6.43316811389036	2.17102267024454	0.295200000820288	0.117410742321165	0.62028061491486	0.127193184524454	0.605977862735224
[NiFe] hydrogenase nickel incorporation-associated protein HypB	Respiration	Electron donating reactions	NiFe_hydrogenase_maturation	5.67491772995409	5.62687588383148	5.67491772995409	-0.0467926963926981	0.758912180091511	-2.1761748469316	1.4999120430025	0.0635644793451071	2.24220543801817	-0.0578483634135062	-5.33784095986058	3.8650455052435	0.459200000136912	0.726310017478195	0.925092079330501	0.821968065989738	0.94868055797348
[Protein-PII] uridylyltransferase (EC 2.7.7.59)	Nitrogen Metabolism	NA	Ammonia_assimilation	2.25139788195545	2.48742898089547	2.15240950347578	0.499177335129048	4.44432615428887	-5.9792776155028	8.04483502446441	0.734603735779546	8.5576035813976	0.110581683274428	-3.10401271618374	4.01889226604527	0.467106578794341	0.682167374665159	0.911643943377381	0.863760635649181	0.96342129851566
1-acyl-sn-glycerol-3-phosphate acyltransferase (EC 2.3.1.51)	Phosphorus Metabolism	NA	Phosphate_metabolism	8.53364405622845	8.56164927445561	8.35338537185133	-0.109582801140463	0.931925588391868	-1.31098766412968	1.58986858998952	0.0490420648123115	2.2898844811988	-0.108869106309453	-5.91857692843633	5.90448070648655	0.450800000165604	0.982575066918153	0.994546599709798	0.741828433176731	0.922668285949743
1-deoxy-D-xylulose 5-phosphate reductoisomerase (EC 1.1.1.267)	Clustering-based subsystems	Isoprenoid/cell wall biosynthesis: PREDICTED UNDECAPRENYL DIPHOSPHATE PHOSPHATASE	CBSS-83331.1.peg.3039	8.32512278086385	8.39174328639174	8.21207490529248	-0.184112062768823	0.867648461627771	-1.2875107419651	1.48364998896089	0.0512619688059194	2.07745629529857	-0.205662688718163	-7.20876221031306	6.73474920046998	0.371125775304997	0.897689807295857	0.972106871829411	0.369813321353569	0.773640332300577
1-deoxy-D-xylulose 5-phosphate synthase (EC 2.2.1.7)	Cofactors, Vitamins, Prosthetic Groups, Pigments	Pyridoxine	Pyridoxin_(Vitamin_B6)_Biosynthesis	9.54518979144024	9.58845582844796	9.18712304819697	-0.557362095224351	1.01207053926597	-2.33660261074499	0.992308014790777	0.0597064621750333	2.44037628349415	-0.48441933852289	-10.7025242704605	2.67507702937349	0.348730254504023	0.120925983947146	0.622403287195269	0.260500248977029	0.717066982760162
1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase (EC 1.17.7.1)	Clustering-based subsystems	Isoprenoid/cell wall biosynthesis: PREDICTED UNDECAPRENYL DIPHOSPHATE PHOSPHATASE	CBSS-83331.1.peg.3039	8.2746766247889	8.32374111868263	8.03339463666905	-0.222801474554793	0.873482245575734	-1.41438236555816	1.81903579899017	0.0776825497726963	2.02521136513039	-0.223781677966881	-5.91987954075722	5.05779090956936	0.407118576605285	0.784001249701725	0.942198645745803	0.539998949966442	0.848914827711519
1-phosphofructokinase (EC 2.7.1.56)	Carbohydrates	Monosaccharides	Fructose_utilization	7.79008175913075	7.95223018422774	7.76620134443887	-0.210034843587027	0.928268528061396	-1.69565790352757	1.64189293543052	0.0741981163256799	1.97164211008456	-0.192797580268991	-4.57112884143831	3.67082253028884	0.442311537887273	0.694884189806154	0.915651031223062	0.689025460607504	0.904529714064071
1-pyrroline-4-hydroxy-2-carboxylate deaminase (EC 3.5.4.22)	Amino Acids and Derivatives	Proline and 4-hydroxyproline	Proline,_4-hydroxyproline_uptake_and_utilization	-2.1418161751283	-1.61945608579429	-2.55779133150333	-0.963247881076777	2.14593042421222	-5.82714526970381	2.4420113728845	0.297895926436642	5.54311965691341	-0.440046431334776	-6.62314830569156	1.89274487503599	0.300200000792556	0.111181304439448	0.615317391119779	0.153369676762866	0.624381668042924
1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase (EC 1.13.11.54)	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine_Salvage	-5.79713520202979	-6.59000379005359	-5.02375915073257	1.07505876823767	5.73969285248556	-10.6218326929869	12.0386089629289	1.00359560566147	15.2318948464698	0.165028173835308	-3.13600972470446	4.16703687623445	0.423600000260755	0.592004530926219	0.860177210642622	0.61118132022776	0.868024796975948
1,2-dihydroxycyclohexa-3,5-diene-1-carboxylate dehydrogenase (EC 1.3.1.25)	Metabolism of Aromatic Compounds	Peripheral pathways for catabolism of aromatic compounds	Benzoate_degradation	-0.122362046997331	0.0347049566530195	-0.494165098147015	-0.430446032529609	2.09179158097332	-4.13760555757243	4.76301016701056	0.293980097180551	5.56661427164589	-0.197577467069864	-5.16632451082737	3.69764993971188	0.393600000371489	0.560616636301839	0.864264114728	0.442367035441339	0.805450284039064
1,3-propanediol dehydrogenase (EC 1.1.1.202)	Carbohydrates	Sugar alcohols	Glycerol_fermenation_to_1,3-propanediol	-6.4146356549594	-7.52228044979425	-5.75002754879575	1.25127247272609	5.8930724551316	-10.9489221923518	11.8697441129899	0.96367077981988	16.325866812829	0.175305104865559	-3.6180507412596	4.50092531543792	0.42380000026004	0.647788042216092	0.885217210076771	0.616455844465132	0.869999484892442
1,4-alpha-glucan (glycogen) branching enzyme, GH-13-type (EC 2.4.1.18)	Carbohydrates	Polysaccharides	Glycogen_metabolism	10.2954118191365	10.4037734969157	10.2082167264715	-0.277139879118241	0.995007580749151	-2.23620486924972	1.57978662924074	0.0765630740517191	2.28592237045782	-0.263932543852552	-6.08155280963998	3.48256102480591	0.398520296293469	0.404754876805437	0.790224782020747	0.469637327069216	0.817605925248834
1,4-alpha-glucan branching enzyme (EC 2.4.1.18)	Carbohydrates	Polysaccharides	Cellulosome	7.51107998190589	7.4971293014604	7.51987200961015	-0.148101527185116	0.959064357399609	-1.78818622479791	2.11057043356581	0.060517595574276	2.3039883634433	-0.128243265922468	-6.24264755804547	3.93008224031976	0.462200000126725	0.576671766258307	0.872413975917932	0.816934053562537	0.947744747453431
1,4-dihydroxy-2-naphthoate octaprenyltransferase (EC 2.5.1.74)	Cofactors, Vitamins, Prosthetic Groups, Pigments	Quinone cofactors	Menaquinone_and_Phylloquinone_Biosynthesis	4.60595418730516	5.34299512599125	4.18395556363255	-0.714191104328379	1.54893428860985	-2.88370869894306	2.60928984273652	0.229366757560364	3.40553652121332	-0.44340524414205	-6.15134730589564	2.76310319584726	0.308738253096048	0.197996586733091	0.671564840735639	0.163284862196627	0.638388829094882
12-oxophytodienoate reductase (OPR3)(DDE1)	Secondary Metabolism	Plant Octadecanoids	Octadecanoids	-7.64782345794746	-7.69923416474116	-7.59470820572988	0.0862010280999286	3.38659708963283	-7.1172481801448	6.377954082867	0.58031698433223	8.87091229644784	0.0223861922864253	-4.08690216789038	3.63639811114651	0.488102379563761	0.599376964631108	0.862366094109512	0.567976574509082	0.841097784619634
16 kDa heat shock protein A	Virulence, Disease and Defense	Adhesion	Mediator_of_hyperadherence_YidE_in_Enterobacteria_and_its_conserved_region	-3.57314620189528	-5.25973186964827	-1.73738412886163	3.2662397795454	4.9950914302286	-9.73176215577648	11.2215944926205	0.569465848220264	15.3667838502597	0.551802025911781	-3.54741881906539	7.36344071863275	0.252000001096398	0.183487855307639	0.656934993670824	0.0696435947952976	0.539750239775185
16 kDa heat shock protein B	Virulence, Disease and Defense	Adhesion	Mediator_of_hyperadherence_YidE_in_Enterobacteria_and_its_conserved_region	-3.5300000440528	-4.59959271670027	-0.980163538147275	3.44253888805764	5.26913409332259	-9.89736921441416	13.3257670943944	0.498018819823478	16.1219791976288	0.618596410342594	-3.25792712263276	10.0306525965633	0.233800001238341	0.136087111891452	0.625510870826729	0.0491910086817208	0.511698116359058
16S rRNA m(5)C 967 methyltransferase (EC 2.1.1.-)	Clustering-based subsystems	NA	Conserved_gene_cluster_associated_with_Met-tRNA_formyltransferase	-5.61785233413653	-4.76390459941041	-7.19378321381208	-2.24561781513082	5.59464973572552	-13.5302946873932	8.29329067864844	0.749934187481844	15.0473663611781	-0.380555232634328	-6.07001491186474	2.44083523686008	0.345330934383128	0.23528013910161	0.685499416772313	0.284396165753751	0.714968495327339
16S rRNA processing protein RimM	Protein Metabolism	Protein biosynthesis	Ribosome_biogenesis_bacterial	7.10025986047568	7.14907799856954	6.92121731744239	-0.183964651609961	0.718076925350294	-1.18089833440417	1.39432339096714	0.0516194750837275	1.88514890333717	-0.227102811509204	-5.90000828546303	4.71227581399537	0.373125375376855	0.812093389790944	0.950525823126693	0.365075201887895	0.772000363821352
1H-3-hydroxy-4-oxoquinaldine 2,4-dioxygenase	Metabolism of Aromatic Compounds	Metabolism of central aromatic intermediates	N-heterocyclic_aromatic_compound_degradation	-9.47128388676989	-9.28736151284011	-9.62168826504304	-0.235569453557469	4.28737279889007	-9.46221196358228	9.06157425491736	0.788162953118719	13.2655484259457	-0.0481075892811925	-4.18986712031311	3.80343988603476	0.474305139058047	0.51084725594001	0.817682804451911	0.536170170386889	0.820304400926298
1st GPH family transporter in unknown oligosaccharide utilization Sde 1396	Carbohydrates	Di- and oligosaccharides	Unknown_oligosaccharide_utilization_Sde_1396	-0.78086443828945	-1.10005694441491	-0.110602355836516	0.614098479505392	2.52602674206039	-3.12663205579732	4.64306903362192	0.221805559791768	5.27934862045144	0.287254434624607	-3.33946231573401	7.49945752451226	0.35360000053376	0.259070174258689	0.706728419763819	0.288326127432939	0.727576566447328
2-(acetamidomethylene)succinate hydrolase (EC 3.5.1.29)	Cofactors, Vitamins, Prosthetic Groups, Pigments	Pyridoxine	Pyridoxin(Vitamin_B6)_Degradation_Pathway	-8.98015200192468	-8.72575664377369	-9.21148032712156	-0.685898868606424	5.57572683768454	-11.9856858483175	10.1369850104758	1.00350206629174	14.9273856727623	-0.111291358155795	-4.20864982805318	3.3774579162778	0.447110578062645	0.54367301078202	0.835913325590215	0.579712702158523	0.843976329521283
2-amino-3-carboxymuconate-6-semialdehyde decarboxylase (EC 4.1.1.45)	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Tryptophan_catabolism	-4.38017661281781	-3.23496987733971	-4.87360632367366	-1.74944751854867	4.51957639324205	-12.2400086689682	5.81902611651793	0.658936371739863	13.5317320207229	-0.341387351564279	-5.92480669127129	2.22663599253451	0.353400000534627	0.210686222880287	0.678240746634847	0.30300945030202	0.734235997153853
2-amino-3-ketobutyrate coenzyme A ligase (EC 2.3.1.29)	Amino Acids and Derivatives	Alanine, serine, and glycine	Glycine_Biosynthesis	6.10551507313444	6.29038680039479	5.54323580993014	-0.619484071884446	1.18594546951548	-2.45905705930019	1.5094394406228	0.0790200032139045	2.38815895083182	-0.507469953261383	-6.99156992708694	1.98939433628806	0.276544691992164	0.0994942890566315	0.60927303833424	0.0958923769728723	0.574529831322436
2-amino-3,7-dideoxy-D-threo-hept-6-ulosonate synthase (EC 2.5.1.-)	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Common_Pathway_For_Synthesis_of_Aromatic_Compounds_(DAHP_synthase_to_chorismate)	0.934384473481115	0.329751403115262	1.4355821420164	0.948206708500411	2.03577701618849	-2.25921730560324	6.03005635547542	0.229528553836474	5.70434337343858	0.452308999409992	-1.68317129355027	7.35580050801783	0.292000000838428	0.093359172788049	0.604287893136456	0.12545079997402	0.604348945394502
2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase (EC 2.7.6.3)	Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	Methanopterin_biosynthesis2	5.68350161963172	5.57518149604151	5.83481109420981	0.152933397741603	1.14368854406396	-2.20775694981596	2.03343869117844	0.0900585763671373	2.58142931183105	0.144034803285057	-4.48227289189648	5.10003958301535	0.408200000316675	0.786140558100358	0.942967243179554	0.53039361103293	0.84458976616241
2-amino-4-ketopentanoate thiolase, alpha subunit	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Anaerobic_Oxidative_Degradation_of_L-Ornithine	-3.08489769717711	-2.78684976024003	-4.29502761160671	-1.08489839362859	3.66124811991022	-11.1843436582251	4.30723133444496	0.510343295480869	12.8423440877083	-0.238491395611261	-7.52393765346132	2.56362650859856	0.40660000032259	0.236565417281369	0.694076669979734	0.513053389335123	0.834932619906158
2-amino-4-ketopentanoate thiolase, beta subunit	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Anaerobic_Oxidative_Degradation_of_L-Ornithine	-0.544786571077541	0.00813289985130972	-1.25138099365094	-1.33105602442347	2.38227875704047	-5.92482658508609	2.70050114408047	0.359194742175954	5.37618194346256	-0.549364729285789	-6.23342078684083	1.75828783094146	0.263600001014862	0.0718188696133389	0.583659818168951	0.0878900171036394	0.563667508822339
2-aminoethylphosphonate ABC transporter ATP-binding protein (TC 3.A.1.9.1)	Phosphorus Metabolism	NA	Phosphonate_metabolism	-4.64163843374301	-3.47895647816503	-6.01499894331901	-1.78432786599422	6.22458000140138	-12.6037221943541	10.9219294497217	1.04393111638606	15.4353585211448	-0.270126349459421	-4.45832953109119	3.25690999638926	0.370125975269088	0.444928678802331	0.797529742551033	0.371836562817987	0.766893114429172
2-aminoethylphosphonate ABC transporter periplasmic binding component (TC 3.A.1.9.1)	Phosphorus Metabolism	NA	Phosphonate_metabolism	-8.97501587452703	-9.07254900455551	-8.82211123797837	0.623303769165469	4.88186465740689	-9.25260348751805	10.9808906067465	0.821102597132152	14.0181287056935	0.112736968383544	-3.5424914369719	4.21906219739719	0.444111177953025	0.514929088567415	0.819528762186915	0.550905096451536	0.828842969560629
2-aminoethylphosphonate ABC transporter permease protein I (TC 3.A.1.9.1)	Phosphorus Metabolism	NA	Phosphonate_metabolism	-8.82673751401182	-9.00913732837469	-8.65546292593837	0.172574337693129	5.07461311962658	-12.176200293855	9.60098360504356	0.787783467464259	15.4744827184933	0.0298995727107886	-4.94507972107888	3.9324284528528	0.481703659329192	0.566149972547125	0.847488105496951	0.564759444889476	0.838009725206229
2-aminoethylphosphonate ABC transporter permease protein II (TC 3.A.1.9.1)	Phosphorus Metabolism	NA	Phosphonate_metabolism	-7.91296429109461	-8.12028524428165	-7.5883150315213	0.981057882982418	5.42178010618366	-9.68010468660772	11.3614002174943	0.816523224684849	14.4112787192487	0.161119270178997	-3.26445202431153	4.40345865790645	0.425000000255755	0.549682675648275	0.839772355344304	0.573608673060686	0.84388938394884
2-aminoethylphosphonate uptake and metabolism regulator	Phosphorus Metabolism	NA	Phosphonate_metabolism	-4.32020211471361	-3.82916950814646	-4.89345177045981	-0.565077417791706	5.54644952970691	-12.0569676743596	10.0667401605392	0.824106105699231	15.4686684529479	-0.0988309660085238	-4.81000359882193	3.45561168622933	0.455108978355152	0.646625365758145	0.886940074677072	0.752659875727987	0.923681644254471
2-aminoethylphosphonate:pyruvate aminotransferase (EC 2.6.1.37)	Phosphorus Metabolism	NA	Phosphonate_metabolism	5.60869791772877	5.00091801817103	5.82990125756858	0.280726087200713	1.4790298428855	-2.86218401432284	2.60062202576689	0.0703017089643954	3.258581540915	0.178443260869273	-5.19354531532026	7.85674445697814	0.410317936721471	0.683312732449391	0.912184533362743	0.53696354110286	0.846646084887225
2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase (EC 4.6.1.12)	Fatty Acids, Lipids, and Isoprenoids	Isoprenoids	polyprenyl_synthesis	7.27080654547897	7.34990837041355	6.83355244496958	-0.260670880933676	0.76925742089596	-1.12376768504435	1.44604510642568	0.0707309327199432	1.7786591595749	-0.302965047327877	-7.0934441381627	5.59122587275503	0.416116776932264	0.656526631287478	0.903146859727273	0.534529898893676	0.846225834442934
2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase (EC 2.7.7.60)	Cell Wall and Capsule	Gram-Positive cell wall components	Teichoic_and_lipoteichoic_acids_biosynthesis	7.88566266689976	8.03973635329159	7.56050725123384	-0.390767312335536	0.881484234111092	-1.68978055724247	1.20762700097821	0.0821969171233502	2.20922663670493	-0.394512471346098	-5.83482899973694	3.19487933954213	0.355528894746384	0.287076071644532	0.724388212299679	0.307047522137305	0.745159782203447
2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase (EC 1.1.1.127)	Carbohydrates	Monosaccharides	D-Galacturonate_and_D-Glucuronate_Utilization	-4.00878206073746	-4.53506210670266	-2.77052095784584	1.71978677888902	3.83011139190584	-8.14478821736931	9.32514743816353	0.48168346178457	13.3126787961965	0.405703691184029	-3.36997149326425	6.9161331174101	0.295140972625931	0.281885620336085	0.714709267573732	0.138773311827491	0.611430618591916
2-dehydro-3-deoxygalactonokinase (EC 2.7.1.58)	Carbohydrates	Monosaccharides	D-galactonate_catabolism	2.01280207568036	1.91671916602735	2.12165890337897	0.4552768713254	1.75535330289624	-3.77155257423884	3.67606791557571	0.216352785503278	5.69144409262402	0.241837277522577	-3.67763936248588	5.85610745937863	0.38460000040631	0.469535307206043	0.824764957486451	0.421717833250341	0.797186541063234
