subsys4	subsys1	subsys2	subsys3	rab.all	rab.win.healthy	rab.win.nash	diff.btw	diff.win	diff.btw.025	diff.btw.975	diff.win.025	diff.win.975	effect	effect.025	effect.975	overlap	we.ep	we.eBH	wi.ep	wi.eBH
Hydroxyneurosporene methyltransferase (EC 2.1.1.-)	Fatty Acids, Lipids, and Isoprenoids	Isoprenoids	Carotenoids	0.852498985149364	1.85090355089513	-0.554253836725001	-1.53802654749417	2.86524284928459	-5.40598750081174	5.57370682076424	0.256181015436616	6.83508622565599	-0.516447077149927	-7.73888308420364	3.22458314726196	0.31357258681737	0.200577632095287	0.673216808024702	0.156336516134794	0.632278307720162
Geranyltranstransferase (farnesyldiphosphate synthase) (EC 2.5.1.10)	Fatty Acids, Lipids, and Isoprenoids	Isoprenoids	Carotenoids	4.1484857163301	4.45147610719186	3.89781566414178	-0.848094392498428	1.59505353100378	-4.35806267449028	1.8760801816475	0.116832550898639	3.64754816067491	-0.494882361920299	-7.89225191078032	1.83093360878052	0.285491472976306	0.0988941343146715	0.608134409240349	0.116018728755764	0.595828858614953
Transcriptional regulator for fatty acid degradation FadR, GntR family	Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Fatty_acid_degradation_regulons	-3.58447555155703	-5.0189357131301	-2.50917684253073	2.39067967182879	4.34189641323484	-8.21890717000207	10.0480486867559	0.557551873746245	13.4620263815412	0.469034015008224	-2.89030180419344	6.91093497143506	0.271875058613249	0.205988302667544	0.670117390884151	0.114193094540908	0.587657728784634
Predicted transcriptional regulator for fatty acid degradation FadP, TetR family	Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Fatty_acid_degradation_regulons	-1.99269447726578	-2.50792762622128	-1.00908528959948	1.55241390414916	2.9937045740627	-2.63515889253105	12.5028052647933	0.397118430022475	12.9377042117004	0.458524085767417	-1.50914429312949	11.7174890643705	0.234009435614883	0.0614406639059071	0.573221686726608	0.0488180187652904	0.510631355820557
Acyl carrier protein phosphodiesterase (EC 3.1.4.14)	Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Fatty_Acid_Biosynthesis_FASII	0.391131210253404	0.853624722861314	-0.521309617101405	-1.46905077614573	3.02490845089414	-8.56621681530015	3.04381310466916	0.40917870610049	8.68533400151064	-0.451539954740399	-5.98061363207622	1.75545461692802	0.273437558003622	0.085326628045426	0.597476705308307	0.101785429160623	0.580735203043064
3-ketoacyl-CoA thiolase (EC 2.3.1.16)	Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Fatty_acid_degradation_regulons	5.07165568628007	5.58943303681481	4.18836472318301	-1.27622788447341	2.03892156994297	-8.17103736496158	1.5987395232653	0.195423529793548	8.10792565887124	-0.449283065378288	-18.6855120543352	1.19885211026838	0.23712955885902	0.0436918578215255	0.557585428435582	0.05532744877027	0.520626847606872
CDP-diacylglycerol--serine O-phosphatidyltransferase (EC 2.7.8.8)	Fatty Acids, Lipids, and Isoprenoids	Phospholipids	Glycerolipid_and_Glycerophospholipid_Metabolism_in_Bacteria	6.09214672423767	6.20497701909296	5.78084467619719	-0.400471818307182	0.684204981270259	-1.50045789966239	1.4434712723423	0.050755797929616	2.21642002711844	-0.444690969666344	-9.23022431666256	7.54670739206473	0.334375037849555	0.539847586560154	0.857625659666325	0.245582687436403	0.709109465437004
Regulator of carotenoid biosynthesis	Fatty Acids, Lipids, and Isoprenoids	Isoprenoids	Carotenoids	-6.17598202660541	-4.6412478512162	-7.16431359287679	-1.94946605278004	4.07835278353151	-9.19253100523071	5.82225759200225	0.622796153840313	10.0659785281906	-0.430327772384712	-4.7534762695194	2.35343437055997	0.33385339201401	0.19768861901117	0.663254785560249	0.216135149196778	0.663781023908321
Carnitine operon protein CaiE	Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Carnitine_Metabolism_in_Microorganisms	-4.54977355332049	-6.29747828644381	-3.26610359271436	2.96254098472467	6.41782953777072	-8.58738257627712	15.0708398313549	1.1556996844796	15.7262826081119	0.426758198387105	-2.31961523545524	5.34582751659816	0.317187542932545	0.198953498929019	0.664805708840926	0.196461397058824	0.654415900748935
Geranylgeranyl pyrophosphate synthetase (EC 2.5.1.29)	Fatty Acids, Lipids, and Isoprenoids	Isoprenoids	Carotenoids	-7.69057525533603	-5.85663714252353	-8.44952439908688	-2.58185658903399	5.71254736674629	-13.6935875531675	9.40883034611909	1.08829171757721	14.9877982840642	-0.418720461125988	-5.5103184102385	2.25653710330722	0.332812538296103	0.261362148042539	0.69397852820944	0.282599245761978	0.690820557635663
Phytoene dehydrogenase and related proteins	Fatty Acids, Lipids, and Isoprenoids	Isoprenoids	Carotenoids	-2.70793320348525	-2.4004647752746	-3.15318309796083	-1.29242840917136	2.86093033296677	-12.3706096939279	2.4526471570755	0.394746890699284	12.7444832391285	-0.413443145236309	-8.56290231151109	1.42476834245644	0.280811287479737	0.0795585549754116	0.590252209966691	0.115710044599364	0.58947244247305
Octaprenyl-diphosphate synthase (EC 2.5.1.-)	Fatty Acids, Lipids, and Isoprenoids	Isoprenoids	Polyprenyl_Diphosphate_Biosynthesis	7.73146658708333	7.89127005106372	7.52191449774341	-0.331842965441465	0.656851728512043	-1.28078043857977	0.933377170215358	0.0633456507332847	1.64315970497322	-0.413308047642466	-7.18560391167702	3.22882616393415	0.347893949752309	0.266809441672918	0.712301802350665	0.217226115119401	0.685770208106245
FIG021862: membrane protein, exporter	Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Phospholipid_and_Fatty_acid_biosynthesis_related_cluster	1.16567888385669	1.94081887415896	-0.00696051934345299	-1.11257539863131	3.00878749377757	-6.43428522497409	4.86626688041435	0.267402732796221	7.76293526822605	-0.406286302123047	-7.17128419931131	3.4567152533728	0.309375045378548	0.268221142495688	0.712460546173843	0.17180700491459	0.646304932480816
Biotin carboxylase of acetyl-CoA carboxylase (EC 6.3.4.14)	Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Fatty_Acid_Biosynthesis_FASII	8.52426086070878	8.76695905027795	8.19775217627813	-0.488470022692328	0.900047428122546	-2.08331861127498	1.46504332763042	0.0558003040053591	2.68291155671402	-0.404581501464865	-9.29881727677738	3.67291073452543	0.335937537405907	0.253975179598446	0.703344570395492	0.247957102881639	0.710909408339579
Acyclic terpenes utilization regulator AtuR, TetR family	Fatty Acids, Lipids, and Isoprenoids	Isoprenoids	Acyclic_terpenes_utilization	2.76405795631286	2.46076128526008	3.06249413475182	0.516626350144477	1.40870254212128	-1.57864514790331	2.79255670004414	0.121676994632022	2.76698932224263	0.403984862757382	-1.88082350939093	7.18270948872487	0.316692710657177	0.16278061501145	0.653589221323184	0.162008439509407	0.637554054259966
Diacylglycerol kinase (EC 2.7.1.107)	Fatty Acids, Lipids, and Isoprenoids	Phospholipids	Glycerolipid_and_Glycerophospholipid_Metabolism_in_Bacteria	5.43547756116266	5.50074022031605	5.15966586985901	-0.401272483969003	0.883973412581242	-2.12163755892726	1.56513507596491	0.0810301928599201	2.75071669825245	-0.392303353913162	-8.32440806112328	3.47678704747141	0.299532029725003	0.224961198292155	0.685014175928691	0.141437811897854	0.619963987134376
3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)	Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Fatty_Acid_Biosynthesis_FASII	9.36217838628191	9.45679731433647	9.03551551984928	-0.342547103992114	0.716594307712934	-1.27722188822319	1.33239579332234	0.0870793233245637	1.97675805399162	-0.391580595277294	-5.69864092942636	4.2231476327794	0.334375037849555	0.492603291968262	0.836841643443333	0.270964728479725	0.725005311983111
3-oxoacyl-[acyl-carrier-protein] synthase, KASII (EC 2.3.1.41)	Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Fatty_Acid_Biosynthesis_FASII	8.8554352062249	8.97810861988601	8.72414273359403	-0.317058255629394	0.90316220305049	-1.99420520285152	1.25032275794957	0.0527947706116285	2.07509555781936	-0.381270322682706	-6.70053518763247	2.7659665174478	0.3296875391981	0.278659577415674	0.719993303790456	0.237826765436576	0.702132858476514
L-carnitine/gamma-butyrobetaine antiporter	Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Carnitine_Metabolism_in_Microorganisms	-3.10165046862356	-3.36634414369452	-2.10232473336749	1.87096867905132	4.68843481916685	-8.08194860601231	11.3858650622333	0.510666028168075	13.0592259934008	0.379160847888389	-3.07904368883644	6.20707046321196	0.343213763815575	0.229835380418182	0.687754293409355	0.272247247721319	0.7187019814143
Mevalonate kinase (EC 2.7.1.36)	Fatty Acids, Lipids, and Isoprenoids	Isoprenoids	Isoprenoid_Biosynthesis	2.17966142968126	1.94452326994828	2.46185218637395	0.761640102174269	1.7921799184422	-2.10211054066661	4.45686199963253	0.286193754637077	3.84549264215064	0.377127243332288	-2.31663593262359	5.25122292719025	0.335413453973971	0.188498215981951	0.666847014805214	0.245119492059798	0.706712806147263
FIG002571: 4-hydroxybenzoyl-CoA thioesterase domain protein	Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Phospholipid_and_Fatty_acid_biosynthesis_related_cluster	-7.18210470535474	-8.18364362397445	-6.43575271601569	2.43850790973902	6.58071166557481	-9.74959072344781	15.0424928162454	1.07653601816592	16.6532859409516	0.372532753049837	-2.57764804635018	5.02632170390105	0.318750042454094	0.264950456409219	0.698238903019494	0.259162929756003	0.680083338789086
4'-phosphopantetheinyl transferase (EC 2.7.8.-)	Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Fatty_Acid_Biosynthesis_FASII	6.51818912268195	6.41250259878114	6.7820795814634	0.353239202885236	0.910570192269936	-1.25349478973744	1.8667501706966	0.0715110345716007	2.3350300718562	0.367487191447496	-2.88686467419994	6.54069574115358	0.371294879749891	0.271331739303421	0.714565774646794	0.343575107168374	0.762904627907858
Digeranylgeranylglycerophospholipid reductase	Fatty Acids, Lipids, and Isoprenoids	Isoprenoids	Archaeal_lipids	0.902665785670878	1.24423084863867	0.460848273166604	-1.12272985628154	2.6743751593969	-6.16368572324123	3.30219166534402	0.342306889800987	6.44886510316963	-0.361353098792772	-5.19388809476786	2.25150228623974	0.359375031067703	0.203151479980842	0.674468745642836	0.302083220571998	0.741561024915103
FIG018329: 1-acyl-sn-glycerol-3-phosphate acyltransferase	Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Phospholipid_and_Fatty_acid_biosynthesis_related_cluster	1.12063442302044	1.91481588773062	0.5798223515907	-0.953631214714639	3.16298994180478	-5.57298534707104	5.00657778992061	0.340968402650614	6.03912343184137	-0.360658167134964	-5.31151539835125	2.97204474953054	0.342187535659353	0.299394895432911	0.731324400678816	0.253715965246054	0.711443731291887
4,4'-diaponeurosporenoate glycosyltransferase (EC 2.4.1.-)	Fatty Acids, Lipids, and Isoprenoids	Isoprenoids	Polyprenyl_Diphosphate_Biosynthesis	-2.13807416975935	-1.94595068295994	-2.93327096692294	-1.23095804933912	3.6502735772956	-9.63123145162339	3.75309272621528	0.376531809880595	9.80115251190012	-0.353380852116815	-9.39118346834043	1.98546258758346	0.337500036965111	0.0976227667195556	0.605186690141398	0.229460240804088	0.68806791392518
Enoyl-[acyl-carrier-protein] reductase [FMN] (EC 1.3.1.9)	Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Fatty_Acid_Biosynthesis_FASII	8.60744181550118	8.67580462811352	8.37851840624476	-0.321695385907013	0.912589991660421	-1.74226954022972	1.38764624087286	0.0686991216125771	2.04548577645854	-0.352282080671312	-7.67104250133335	3.10531788060487	0.32343754103916	0.287211729600983	0.724580020491342	0.239663901307671	0.703235641224856
Acyl-phosphate:glycerol-3-phosphate O-acyltransferase PlsY	Fatty Acids, Lipids, and Isoprenoids	Phospholipids	Glycerolipid_and_Glycerophospholipid_Metabolism_in_Bacteria	7.22464661674066	7.35651385958934	7.0814656245134	-0.276368996383897	0.712944219098855	-1.32491780942956	1.25923599776761	0.0544766213081908	1.90487668038608	-0.350932440891523	-7.12826441359911	4.32237009202736	0.339062536527118	0.413354811872854	0.795410364360473	0.233044106145403	0.698873783128897
D-beta-hydroxybutyrate dehydrogenase (EC 1.1.1.30)	Fatty Acids, Lipids, and Isoprenoids	NA	Polyhydroxybutyrate_metabolism	4.24470860566313	4.0787443037874	4.96006726515629	0.747269371082184	1.59339989810001	-2.41925361911373	3.73247629564499	0.072337603879082	4.72888320419596	0.350880603518041	-3.12212548409362	12.126680737536	0.402496120401094	0.309803043086084	0.737422525902253	0.426052553773626	0.799764125352397
3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Fatty_Acid_Biosynthesis_FASII	2.28567254192429	2.68292747145165	1.86579111027849	-0.974769431205512	3.00982866907383	-5.11161616430733	4.48395010705651	0.365254788929088	5.6049776317763	-0.343755434769877	-7.03749388930254	2.36428642884108	0.351014073722635	0.28773814011988	0.72417361792958	0.271937294999892	0.724571953424175
Enoyl-[acyl-carrier-protein] reductase [NADPH] (EC 1.3.1.10)	Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Fatty_Acid_Biosynthesis_FASII	0.578865635799472	0.788888373993618	0.470620734109906	-0.674530170042946	1.39999718799974	-5.70972936164909	2.18106524120027	0.134034227141939	6.17843200532022	-0.343203586593726	-9.89618767208944	2.41167510712818	0.32187504150746	0.182623250454652	0.664180440518991	0.18755158831107	0.655555563711987
FIG027190: Putative transmembrane protein	Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Phospholipid_and_Fatty_acid_biosynthesis_related_cluster	1.1974058414499	1.73106690113759	0.294480421136258	-0.946257841520264	3.12920768899721	-5.1313589061742	5.98304628009428	0.248440932986883	7.20169655341893	-0.335529036034211	-6.94368919759045	5.05641857471904	0.354134197702568	0.400574795666266	0.788199042407035	0.271728489196562	0.720992698323515
2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase (EC 4.6.1.12)	Fatty Acids, Lipids, and Isoprenoids	Isoprenoids	polyprenyl_synthesis	7.2727654660684	7.35006232514461	6.83276481132675	-0.328507754295852	0.789920395903738	-1.12257536862494	1.39601675428073	0.0485334765644831	1.77976906457905	-0.335523981112918	-7.60972170568222	6.09667546479559	0.412500018364311	0.654702252079	0.902258536749953	0.538626959340969	0.848528951125734
Acyl carrier protein	Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Fatty_Acid_Biosynthesis_FASII	7.63873114074551	7.72828928008142	7.36699029492318	-0.26367101910775	0.965429385023756	-1.90541080299611	1.18374939562945	0.0481581334666807	2.45372189810843	-0.335215913618715	-9.06912274963846	2.48658691282101	0.374415003784766	0.251206485778339	0.701609685024217	0.293978274047934	0.73761158186913
Predicted transcriptional regulator for fatty acid degradation FadQ, TetR family	Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Fatty_acid_degradation_regulons	2.52060631715869	3.03763104360787	2.24768570701332	-0.818563555680323	2.65772680922147	-5.35613113644498	3.88327897611827	0.332590188235938	5.46999785065922	-0.3346516602413	-4.61914542435964	2.17905165664915	0.36406252986395	0.301485422271569	0.732707745582047	0.314136956309944	0.747963346492422
Zeaxanthin glucosyl transferase	Fatty Acids, Lipids, and Isoprenoids	Isoprenoids	Carotenoids	-1.30427710684	-1.54367202227979	-1.23141751721557	0.862426243109155	2.83897594218452	-2.99318138618948	5.94238033132065	0.304514978965692	5.13252356920754	0.3342002784635	-3.00323608974919	5.97547407384274	0.38065525187642	0.30256612609739	0.732329774014354	0.38172161864838	0.778914501465798
Carnitine racemase (EC 5.-.-.-)	Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Carnitine_Metabolism_in_Microorganisms	-5.10946604186306	-5.57832655067324	-4.61311211081153	2.32719970796253	6.74430750448666	-8.93584247244093	15.9449516671399	1.06393403202633	16.1793193878276	0.331572786236982	-2.38691929855134	5.95951435186305	0.353125032703737	0.242956972831813	0.693130448606631	0.292506146620408	0.720513820524649
Glycerol-3-phosphate acyltransferase (EC 2.3.1.15)	Fatty Acids, Lipids, and Isoprenoids	Phospholipids	Glycerolipid_and_Glycerophospholipid_Metabolism_in_Bacteria	-1.06387438544581	-2.35801323681486	-0.80050918767161	1.48461298728639	4.20117533899781	-7.79627508711389	8.78256912355713	0.319505496839459	12.567736516723	0.321340321556386	-3.90538669449603	7.74371439691482	0.331250038745601	0.3220761174376	0.741411401314509	0.225102550796727	0.688441208557874
3-oxoacyl-[ACP] synthase	Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Phospholipid_and_Fatty_acid_biosynthesis_related_cluster	-6.36740343175994	-7.62502110843187	-2.6946688326421	2.42269838688662	7.34563278531198	-10.9381123169839	14.941175039274	0.61567515808062	16.8797136483008	0.317599559815935	-2.94879458431126	7.23543761933899	0.331250038745601	0.305613800695269	0.726073346509254	0.228426614020654	0.675331413161621
Phosphate:acyl-ACP acyltransferase PlsX	Fatty Acids, Lipids, and Isoprenoids	Phospholipids	Glycerolipid_and_Glycerophospholipid_Metabolism_in_Bacteria	7.93179266520647	8.06014954742303	7.67116247652953	-0.256934593554413	0.739045552171126	-1.34760854635815	1.45620194798515	0.119000612788935	1.85711117924917	-0.309344872313458	-4.4057427506543	3.20795475809852	0.383775375932683	0.497097365266075	0.839312694968097	0.406833962767109	0.791232737564189
Neurosporene desaturase (EC 1.-.-.-)	Fatty Acids, Lipids, and Isoprenoids	Isoprenoids	Carotenoids	-7.34590504971725	-6.97273608385378	-7.73489238457375	-1.21676640812926	4.00484138111272	-8.36813384189755	5.9485686751372	0.628021523993349	9.39359826301323	-0.306155497729392	-4.95281843278781	2.95402512133799	0.354687532291287	0.31836726043829	0.726248851885185	0.402793075732317	0.757861603902621
Carotenoid cis-trans isomerase (EC 5.2.-.-)	Fatty Acids, Lipids, and Isoprenoids	Isoprenoids	Carotenoids	-1.3877631099302	-0.456167627069863	-2.04305272742066	-1.5459277006076	3.65034824605364	-12.5722216302874	4.12849249576141	0.341224050625734	14.4605465170263	-0.306055703952227	-11.5412063455382	3.79189639335349	0.331250038745601	0.185692787803989	0.665936340630735	0.240118555013098	0.697241232378738
Poly(3-hydroxyalkanoate) depolymerase	Fatty Acids, Lipids, and Isoprenoids	NA	Polyhydroxybutyrate_metabolism	-6.72478051694784	-6.27935189446753	-7.22000809002146	-1.15664651738834	3.3608716928638	-7.93214935012668	4.44816529027531	0.595886160237669	8.14153323561879	-0.305711647905401	-4.81124575872696	2.1763615795074	0.337500036965111	0.275853778897608	0.705353665459328	0.34651234263028	0.726018769647633
Acetyl-coenzyme A carboxyl transferase of ACAC1 (EC 6.4.1.2)	Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Fatty_Acid_Biosynthesis_FASI	-7.55852392643658	-7.89491086622908	-7.13288077923912	1.03915185249103	3.15239394202661	-4.78700751892931	6.80560296567094	0.570331850924551	8.08137256257659	0.305416009492487	-2.45505144445298	4.86263470880689	0.374415003784766	0.350517991438414	0.73818131363475	0.408379328682154	0.751047199801701
Crotonobetainyl-CoA dehydrogenase (EC 1.3.99.-)	Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Carnitine_Metabolism_in_Microorganisms	-1.02741213165583	-1.50987022405665	0.023181784167523	1.51443881813096	3.55363489413801	-10.1923548561336	7.21535502945393	0.442731982433668	14.0044576241883	0.304144315494131	-4.33805582068124	5.08663146649494	0.337500036965111	0.538953941606228	0.847702301366647	0.282152710872719	0.728229501430041
Phytoene desaturase, neurosporene or lycopene producing (EC 1.3.-.-)	Fatty Acids, Lipids, and Isoprenoids	Isoprenoids	Carotenoids	-0.681639542112729	-0.545468198065084	-1.59746876548829	-0.913831073473638	2.2859804390563	-7.8486111391712	2.50359388154698	0.21859802977799	9.17477515105151	-0.303826895198563	-12.027554971644	3.63930447386029	0.342187535659353	0.18260476339229	0.664294816981155	0.280016785652428	0.725796386403038
(S)-2,3-di-O-geranylgeranylglyceryl phosphate synthase	Fatty Acids, Lipids, and Isoprenoids	Isoprenoids	Archaeal_lipids	0.804845172788662	0.852689777986285	-0.146893303168628	-1.91913697909959	5.55962890868542	-15.9280241437544	4.94077407879631	0.640143161520714	16.991534584159	-0.303292239660492	-9.0234622142412	2.3744008697092	0.389062523738901	0.145126711616475	0.642487712588887	0.398258547760289	0.787840137241954
3-hydroxy-3isohexenylglutaryl-CoA:acetate lyase	Fatty Acids, Lipids, and Isoprenoids	Isoprenoids	Acyclic_terpenes_utilization	-5.01986106863059	-4.84511389735656	-5.12610313618023	-1.87619850646976	5.48528376936799	-13.5600412404605	8.744005587661	0.633639888990867	14.3666554201633	-0.301844500228525	-5.3278198775724	2.92188472285651	0.361934507692328	0.309989310683503	0.730303046232675	0.342301721594969	0.753739913667789
(3R)-hydroxymyristoyl-[acyl carrier protein] dehydratase (EC 4.2.1.-)	Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Fatty_Acid_Biosynthesis_FASII	7.1788363790799	7.28315285016596	6.88888544609574	-0.294459569859973	1.05303909212748	-2.11299806831526	1.39170156524269	0.0833204390486368	1.96633315744611	-0.295389557065265	-5.03142430516763	3.12162476638121	0.392187523004041	0.27463312765483	0.717518703287703	0.412019010884626	0.793681987660209
Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39)	Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Fatty_Acid_Biosynthesis_FASII	8.01970759086057	8.18915603880431	7.81831443378696	-0.304904915786761	0.81046321583876	-1.69378978121016	1.58194850094891	0.0709946647943507	2.30602558707646	-0.29403791297873	-7.41290683768616	3.68972040368601	0.374415003784766	0.561774355613494	0.866321591100099	0.37351417207019	0.776372571691561
"phi-Carotenoid synthase" (EC 1.3.-.- and EC 2.1.1-)	Fatty Acids, Lipids, and Isoprenoids	Isoprenoids	Carotenoids	-0.345818281353889	-0.30081063197226	-0.357034319999917	-1.46036217620766	4.47910102612175	-14.8695915786074	3.11132926956412	0.338752148378829	15.3031295571467	-0.291577069383138	-9.22735823477188	2.12681921760893	0.36406252986395	0.0997523016641447	0.60813336327308	0.356149546564117	0.768194198042169
Holo-[acyl-carrier protein] synthase (EC 2.7.8.7)	Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Fatty_Acid_Biosynthesis_FASII	4.79199310807863	4.83832567779861	4.50782494496767	-0.264427046465169	0.94249383613437	-1.72517179757424	1.32629626968856	0.0763406108348664	1.69255068037159	-0.287158772745504	-7.39291061107565	2.66035784492898	0.36406252986395	0.322850940147607	0.744981366261949	0.313658115298015	0.747250519681257
Long-chain fatty acid transport protein	Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Fatty_acid_degradation_regulons	2.3607603784777	3.06850758594068	2.22008777463109	-0.671345209958224	2.22629713513824	-4.33858737790882	2.80370786284254	0.192569452506037	4.43828142494337	-0.282750931741049	-6.34317499727765	3.30886483048605	0.393135748140252	0.423790035103745	0.801479615685026	0.447674398936976	0.808760705254549
